InspeksiID,Tanggal,Bulan,NamaBulan,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,SPH,JenisTanah,Topografi,Asisten,Mandor,PemeriksaEPR,LuasInspeksi_Ha,PokokSampel,BrondolanTidakTerkutip_Butir,Brondolan_ButirPerPokok,StandarBrondolan_ButirPerPokok,DeviasiBrondolan,BuahMatangTidakDipanen_Jjg,JanjangTertinggalDiTPH,JanjangTertinggal_PerHa,BuahMentahDipanen_Jjg,TangkaiPanjang_Jjg,BJR_Kg,LossesBrondolan_KgPerHaBulan,LossesJanjang_KgPerHaBulan,EstimasiLosses_KgPerHaBulan,ProduksiPotensi_KgPerHaBulan,Losses_PersenTerhadapProduksi,EstimasiLosses_Kg,EstimasiKerugian_Rp,CurahHujanBulan_mm,Status,KategoriTemuan,TindakLanjut
LP-00066,2026-05-10,5,Mei,BSK-A-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.7,19,132,Aluvial,Berbukit,Dedi Halim,Teguh Sagala,Umar Bahari,2.0,25,87,3.47,2.0,1.47,0,0,0.0,0,3,20.4,22.9,0.0,22.9,1833.0,1.25,680.2,2029141,261.2,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00067,2026-06-24,6,Jun,BSK-A-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.7,19,132,Aluvial,Berbukit,Dedi Halim,Teguh Sagala,Jefri Sagala,2.0,25,68,2.7,2.0,0.7,1,0,0.5,0,1,20.4,17.8,51.1,68.9,1833.0,3.76,2047.7,6272575,252.7,Sesuai Standar,Minor,Monitoring rutin
LP-00068,2026-03-06,3,Mar,BSK-A-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,26.2,17,132,Gambut,Datar,Dedi Halim,Endang Manurung,Kasno Nasution,2.0,25,43,1.73,2.0,-0.27,0,0,0.0,2,2,18.5,11.4,0.0,11.4,2000.0,0.57,299.2,881174,398.3,Sesuai Standar,Minor,Monitoring rutin
LP-00069,2026-06-13,6,Jun,BSK-A-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,26.2,17,132,Gambut,Datar,Dedi Halim,Endang Manurung,Herman Hartanto,2.0,30,88,2.94,2.0,0.94,0,0,0.0,1,2,18.5,19.4,0.0,19.4,2000.0,0.97,508.4,1557324,252.7,Sesuai Standar,Minor,Monitoring rutin
LP-00070,2026-04-09,4,Apr,BSK-A-023,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,26.7,11,140,Mineral,Datar,Dedi Halim,Iwan Harahap,Agus Simanjuntak,2.0,50,153,3.06,2.0,1.06,1,0,0.5,1,3,12.8,21.4,32.1,53.5,2333.0,2.29,1429.7,4223104,382.8,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00071,2026-07-04,7,Jul,BSK-A-023,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,26.7,11,140,Mineral,Datar,Dedi Halim,Iwan Harahap,Sutrisno Suhendra,2.0,30,94,3.12,2.0,1.12,1,0,0.5,3,2,12.8,21.8,32.1,54.0,2333.0,2.31,1440.9,4417895,209.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00072,2026-01-25,1,Jan,BSK-A-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.0,18,138,Mineral,Datar,Dedi Halim,Teguh Sagala,Paiman Pratama,2.0,50,89,1.78,2.0,-0.22,0,0,0.0,1,2,19.5,12.3,0.0,12.3,1917.0,0.64,356.2,1029247,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00073,2026-02-02,2,Feb,BSK-A-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.0,18,138,Mineral,Datar,Dedi Halim,Teguh Sagala,Paiman Tampubolon,2.0,50,142,2.83,2.0,0.83,0,0,0.0,1,5,19.5,19.5,0.0,19.5,1917.0,1.02,566.3,1631280,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00074,2026-03-08,3,Mar,BSK-A-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.0,18,138,Mineral,Datar,Dedi Halim,Teguh Sagala,Feri Siregar,2.0,30,88,2.94,2.0,0.94,1,0,0.5,2,2,19.5,20.3,48.7,69.0,1917.0,3.6,2002.0,5897180,398.3,Sesuai Standar,Minor,Monitoring rutin
LP-00075,2026-04-23,4,Apr,BSK-A-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.0,18,138,Mineral,Datar,Dedi Halim,Teguh Sagala,Hadi Bahari,2.0,25,38,1.54,2.0,-0.46,0,0,0.0,0,2,19.5,10.6,0.0,10.6,1917.0,0.55,308.2,910268,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00076,2026-07-04,7,Jul,BSK-A-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.0,18,138,Mineral,Datar,Dedi Halim,Teguh Sagala,Agus Saputra,2.0,50,134,2.69,2.0,0.69,0,0,0.0,0,2,19.5,18.6,0.0,18.6,1917.0,0.97,538.3,1650408,209.6,Sesuai Standar,Minor,Monitoring rutin
LP-00077,2026-01-04,1,Jan,BSK-B-001,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,28.2,7,136,Gambut,Datar,Wulan Hutapea,Yusuf Nugroho,Herman Nasution,2.0,50,152,3.04,2.0,1.04,0,0,0.0,0,2,9.0,20.7,0.0,20.7,2000.0,1.03,583.0,1684551,391.2,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00078,2026-05-08,5,Mei,BSK-B-001,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,28.2,7,136,Gambut,Datar,Wulan Hutapea,Yusuf Nugroho,Oki Silalahi,2.0,30,108,3.6,2.0,1.6,0,0,0.0,0,4,9.0,24.5,0.0,24.5,2000.0,1.22,690.3,2059410,261.2,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00079,2026-07-20,7,Jul,BSK-B-001,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,28.2,7,136,Gambut,Datar,Wulan Hutapea,Yusuf Nugroho,Umar Rachman,2.0,25,100,4.0,2.0,2.0,0,0,0.0,1,3,9.0,27.2,0.0,27.2,2000.0,1.36,767.0,2351852,209.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00080,2026-02-18,2,Feb,BSK-B-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.4,7,136,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Bayu Wibowo,2.0,25,20,0.79,2.0,-1.21,0,0,0.0,0,3,9.0,5.4,0.0,5.4,2000.0,0.27,136.4,393065,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00081,2026-03-08,3,Mar,BSK-B-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.4,7,136,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Lestari Silalahi,2.0,50,144,2.88,2.0,0.88,0,0,0.0,2,4,9.0,19.6,0.0,19.6,2000.0,0.98,497.4,1465230,398.3,Sesuai Standar,Minor,Monitoring rutin
LP-00082,2026-06-05,6,Jun,BSK-B-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.4,7,136,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Rudi Gunadi,2.0,50,112,2.23,2.0,0.23,0,0,0.0,0,1,9.0,15.2,0.0,15.2,2000.0,0.76,385.2,1179870,252.7,Sesuai Standar,Minor,Monitoring rutin
LP-00083,2026-07-10,7,Jul,BSK-B-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.4,7,136,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Fajar Wibowo,2.0,50,251,5.02,2.0,3.02,0,0,0.0,2,4,9.0,34.1,0.0,34.1,2000.0,1.71,867.1,2658510,209.6,Kritis,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00084,2026-02-15,2,Feb,BSK-B-003,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.1,16,138,Podsolik Merah Kuning,Datar,Wulan Hutapea,Maman Gunadi,Guntur Ginting,2.0,30,86,2.85,2.0,0.85,0,0,0.0,0,2,17.6,19.7,0.0,19.7,2083.0,0.94,611.6,1761770,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00085,2026-04-15,4,Apr,BSK-B-003,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.1,16,138,Podsolik Merah Kuning,Datar,Wulan Hutapea,Maman Gunadi,Bambang Utomo,2.0,30,82,2.74,2.0,0.74,0,0,0.0,0,2,17.6,18.9,0.0,18.9,2083.0,0.91,588.0,1736847,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00086,2026-05-24,5,Mei,BSK-B-003,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.1,16,138,Podsolik Merah Kuning,Datar,Wulan Hutapea,Maman Gunadi,Yanto Kusuma,2.0,25,64,2.54,2.0,0.54,1,0,0.5,1,3,17.6,17.5,44.0,61.5,2083.0,2.95,1913.5,5708229,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00087,2026-01-03,1,Jan,BSK-B-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.6,18,143,Gambut,Bergelombang,Wulan Hutapea,Maman Gunadi,Zulkifli Silalahi,2.0,30,46,1.55,2.0,-0.45,0,0,0.0,1,4,19.5,11.1,0.0,11.1,1917.0,0.58,339.1,979968,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00088,2026-03-16,3,Mar,BSK-B-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.6,18,143,Gambut,Bergelombang,Wulan Hutapea,Maman Gunadi,Riko Silalahi,2.0,25,47,1.88,2.0,-0.12,1,0,0.5,1,2,19.5,13.4,48.7,62.2,1917.0,3.24,1903.1,5605660,398.3,Sesuai Standar,Minor,Monitoring rutin
LP-00089,2026-05-02,5,Mei,BSK-B-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.6,18,143,Gambut,Bergelombang,Wulan Hutapea,Maman Gunadi,Rudi Barus,2.0,50,148,2.96,2.0,0.96,1,0,0.5,0,4,19.5,21.2,48.7,69.9,1917.0,3.65,2139.4,6382163,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00090,2026-06-24,6,Jun,BSK-B-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.6,18,143,Gambut,Bergelombang,Wulan Hutapea,Maman Gunadi,Edi Adiputra,2.0,25,93,3.72,2.0,1.72,0,0,0.0,0,2,19.5,26.6,0.0,26.6,1917.0,1.39,813.9,2493199,252.7,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00091,2026-01-27,1,Jan,BSK-B-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,27.9,7,136,Podsolik Merah Kuning,Datar,Wulan Hutapea,Gilang Pratama,Endang Purba,2.0,25,40,1.6,2.0,-0.4,0,0,0.0,1,2,9.0,10.9,0.0,10.9,2000.0,0.54,303.6,877174,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00092,2026-02-17,2,Feb,BSK-B-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,27.9,7,136,Podsolik Merah Kuning,Datar,Wulan Hutapea,Gilang Pratama,Krisna Ramadhan,2.0,25,48,1.92,2.0,-0.08,0,0,0.0,0,1,9.0,13.1,0.0,13.1,2000.0,0.65,364.3,1049323,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00093,2026-07-02,7,Jul,BSK-B-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,27.9,7,136,Podsolik Merah Kuning,Datar,Wulan Hutapea,Gilang Pratama,Kasno Effendi,2.0,50,112,2.23,2.0,0.23,1,0,0.5,0,2,9.0,15.2,22.6,37.8,2000.0,1.89,1054.3,3232671,209.6,Sesuai Standar,Minor,Monitoring rutin
LP-00094,2026-01-12,1,Jan,BSK-B-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.3,14,130,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Marwan Sembiring,2.0,30,90,3.01,2.0,1.01,0,0,0.0,1,2,15.7,19.6,0.0,19.6,2250.0,0.87,592.8,1713070,391.2,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00095,2026-03-22,3,Mar,BSK-B-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.3,14,130,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Paiman Panjaitan,2.0,50,68,1.36,2.0,-0.64,1,0,0.5,0,2,15.7,8.8,39.2,48.1,2250.0,2.14,1457.1,4292084,398.3,Sesuai Standar,Minor,Monitoring rutin
LP-00096,2026-04-09,4,Apr,BSK-B-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.3,14,130,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Ade Barus,2.0,50,80,1.59,2.0,-0.41,0,0,0.0,1,2,15.7,10.3,0.0,10.3,2250.0,0.46,313.2,925027,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00097,2026-06-15,6,Jun,BSK-B-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.3,14,130,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Dedi Situmorang,2.0,50,198,3.96,2.0,1.96,0,0,0.0,0,2,15.7,25.7,0.0,25.7,2250.0,1.14,779.9,2389119,252.7,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00098,2026-07-04,7,Jul,BSK-B-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.3,14,130,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Priyo Hutapea,2.0,25,68,2.7,2.0,0.7,0,0,0.0,0,3,15.7,17.6,0.0,17.6,2250.0,0.78,531.8,1630465,209.6,Sesuai Standar,Minor,Monitoring rutin
LP-00099,2026-02-11,2,Feb,BSK-B-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.3,8,136,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Untung Yusril,2.0,25,51,2.03,2.0,0.03,0,0,0.0,1,3,10.0,13.8,0.0,13.8,2167.0,0.64,349.2,1006052,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00100,2026-04-04,4,Apr,BSK-B-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.3,8,136,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Tono Saragih,2.0,25,43,1.71,2.0,-0.29,1,0,0.5,1,1,10.0,11.6,25.0,36.6,2167.0,1.69,926.7,2737381,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00101,2026-07-23,7,Jul,BSK-B-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.3,8,136,Mineral,Bergelombang,Wulan Hutapea,Maman Gunadi,Wagimin Hutapea,2.0,50,198,3.95,2.0,1.95,0,0,0.0,0,3,10.0,26.9,0.0,26.9,2167.0,1.24,679.6,2083619,209.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00102,2026-01-10,1,Jan,BSK-B-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.8,16,136,Mineral,Datar,Wulan Hutapea,Maman Gunadi,Mulyadi Ginting,2.0,50,162,3.24,2.0,1.24,0,0,0.0,1,2,17.6,22.0,0.0,22.0,2083.0,1.06,700.6,2024574,391.2,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00103,2026-05-27,5,Mei,BSK-B-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.8,16,136,Mineral,Datar,Wulan Hutapea,Maman Gunadi,Tarno Dalimunthe,2.0,30,59,1.97,2.0,-0.03,0,0,0.0,0,3,17.6,13.4,0.0,13.4,2083.0,0.64,426.0,1270821,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00104,2026-07-20,7,Jul,BSK-B-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.8,16,136,Mineral,Datar,Wulan Hutapea,Maman Gunadi,Untung Rachman,2.0,30,106,3.55,2.0,1.55,1,0,0.5,0,2,17.6,24.1,44.0,68.1,2083.0,3.27,2166.9,6643871,209.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00105,2026-02-15,2,Feb,BSK-B-009,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.6,12,143,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Hadi Damanik,2.0,30,70,2.32,2.0,0.32,1,0,0.5,1,4,13.8,16.6,34.5,51.1,2333.0,2.19,1614.4,4650514,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00106,2026-04-15,4,Apr,BSK-B-009,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.6,12,143,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Tarno Simanjuntak,2.0,25,66,2.62,2.0,0.62,0,0,0.0,1,5,13.8,18.7,0.0,18.7,2333.0,0.8,592.0,1748622,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00107,2026-03-27,3,Mar,BSK-B-010,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.2,14,128,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Budi Ismail,2.0,50,178,3.55,2.0,1.55,1,0,0.5,1,6,15.7,22.7,39.2,62.0,2250.0,2.75,1561.6,4599947,398.3,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00108,2026-05-19,5,Mei,BSK-B-010,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.2,14,128,Aluvial,Bergelombang,Wulan Hutapea,Yusuf Nugroho,Zulkifli Siregar,2.0,30,64,2.15,2.0,0.15,1,0,0.5,0,1,15.7,13.8,39.2,53.0,2250.0,2.36,1335.9,3985113,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00109,2026-02-18,2,Feb,BSK-B-011,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.6,14,130,Podsolik Merah Kuning,Datar,Wulan Hutapea,Maman Gunadi,Irwan Gunadi,2.0,50,66,1.33,2.0,-0.67,1,0,0.5,1,1,15.7,8.6,39.2,47.9,2250.0,2.13,1226.1,3532036,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00110,2026-04-24,4,Apr,BSK-B-011,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.6,14,130,Podsolik Merah Kuning,Datar,Wulan Hutapea,Maman Gunadi,Riko Sagala,2.0,30,49,1.64,2.0,-0.36,0,0,0.0,1,3,15.7,10.7,0.0,10.7,2250.0,0.47,272.9,806118,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00111,2026-07-04,7,Jul,BSK-B-011,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.6,14,130,Podsolik Merah Kuning,Datar,Wulan Hutapea,Maman Gunadi,Wagimin Sanjaya,2.0,25,75,2.99,2.0,0.99,0,0,0.0,0,3,15.7,19.4,0.0,19.4,2250.0,0.86,497.5,1525515,209.6,Sesuai Standar,Minor,Monitoring rutin
LP-00112,2026-01-13,1,Jan,BSK-B-012,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.5,16,128,Aluvial,Datar,Wulan Hutapea,Gilang Pratama,Gunawan Pratama,2.0,30,58,1.95,2.0,-0.05,0,0,0.0,1,2,17.6,12.5,0.0,12.5,2083.0,0.6,330.7,955681,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00113,2026-03-05,3,Mar,BSK-B-012,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.5,16,128,Aluvial,Datar,Wulan Hutapea,Gilang Pratama,Gilang Simanjuntak,2.0,50,114,2.29,2.0,0.29,0,0,0.0,1,2,17.6,14.7,0.0,14.7,2083.0,0.7,388.4,1144016,398.3,Sesuai Standar,Minor,Monitoring rutin
LP-00114,2026-04-07,4,Apr,BSK-B-012,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.5,16,128,Aluvial,Datar,Wulan Hutapea,Gilang Pratama,Tono Setiawan,2.0,50,202,4.03,2.0,2.03,0,0,0.0,0,1,17.6,25.8,0.0,25.8,2083.0,1.24,683.5,2018982,382.8,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00115,2026-06-06,6,Jun,BSK-B-012,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.5,16,128,Aluvial,Datar,Wulan Hutapea,Gilang Pratama,Paiman Sitompul,2.0,30,106,3.53,2.0,1.53,1,0,0.5,2,2,17.6,22.6,44.0,66.6,2083.0,3.2,1764.7,5405733,252.7,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00116,2026-07-07,7,Jul,BSK-B-012,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.5,16,128,Aluvial,Datar,Wulan Hutapea,Gilang Pratama,Wahyu Yusril,2.0,30,105,3.51,2.0,1.51,0,0,0.0,0,2,17.6,22.5,0.0,22.5,2083.0,1.08,595.3,1825260,209.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00117,2026-01-27,1,Jan,BSK-B-013,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.3,16,140,Mineral,Berbukit,Wulan Hutapea,Yusuf Nugroho,Lukman Sinaga,2.0,25,85,3.4,2.0,1.4,0,0,0.0,0,2,17.6,23.8,0.0,23.8,2083.0,1.14,602.1,1740003,391.2,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00118,2026-02-10,2,Feb,BSK-B-013,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.3,16,140,Mineral,Berbukit,Wulan Hutapea,Yusuf Nugroho,Dedi Siregar,2.0,50,70,1.41,2.0,-0.59,1,0,0.5,0,0,17.6,9.9,44.0,53.9,2083.0,2.59,1362.9,3926110,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00119,2026-06-21,6,Jun,BSK-B-013,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.3,16,140,Mineral,Berbukit,Wulan Hutapea,Yusuf Nugroho,Teguh Prasetyo,2.0,25,112,4.46,2.0,2.46,1,0,0.5,0,1,17.6,31.2,44.0,75.2,2083.0,3.61,1903.1,5829624,252.7,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00120,2026-01-06,1,Jan,BSK-B-014,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.7,15,136,Podsolik Merah Kuning,Berbukit,Wulan Hutapea,Yusuf Nugroho,Mulyadi Sagala,2.0,25,42,1.69,2.0,-0.31,1,0,0.5,0,1,16.6,11.5,41.6,53.1,2167.0,2.45,1630.7,4712210,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00121,2026-02-07,2,Feb,BSK-B-014,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.7,15,136,Podsolik Merah Kuning,Berbukit,Wulan Hutapea,Yusuf Nugroho,Riko Sinaga,2.0,30,58,1.93,2.0,-0.07,1,0,0.5,0,2,16.6,13.1,41.6,54.7,2167.0,2.53,1680.8,4841830,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00122,2026-05-24,5,Mei,BSK-B-014,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.7,15,136,Podsolik Merah Kuning,Berbukit,Wulan Hutapea,Yusuf Nugroho,Bambang Suhendra,2.0,25,52,2.06,2.0,0.06,1,0,0.5,1,3,16.6,14.0,41.6,55.6,2167.0,2.57,1707.9,5095106,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00123,2026-07-25,7,Jul,BSK-B-014,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.7,15,136,Podsolik Merah Kuning,Berbukit,Wulan Hutapea,Yusuf Nugroho,Zainal Sagala,2.0,50,136,2.73,2.0,0.73,1,0,0.5,0,3,16.6,18.6,41.6,60.2,2167.0,2.78,1847.8,5665620,209.6,Sesuai Standar,Minor,Monitoring rutin
LP-00124,2026-04-10,4,Apr,BSK-B-015,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.1,15,143,Podsolik Merah Kuning,Datar,Wulan Hutapea,Gilang Pratama,Feri Manurung,2.0,50,100,2.0,2.0,0.0,0,0,0.0,0,3,16.6,14.3,0.0,14.3,2167.0,0.66,430.4,1271464,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00125,2026-05-19,5,Mei,BSK-B-015,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.1,15,143,Podsolik Merah Kuning,Datar,Wulan Hutapea,Gilang Pratama,Parjono Simanjuntak,2.0,30,90,3.0,2.0,1.0,1,0,0.5,0,3,16.6,21.4,41.6,63.1,2167.0,2.91,1898.6,5663776,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00126,2026-06-11,6,Jun,BSK-B-015,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,30.1,15,143,Podsolik Merah Kuning,Datar,Wulan Hutapea,Gilang Pratama,Nanda Wibowo,2.0,30,97,3.23,2.0,1.23,1,0,0.5,1,1,16.6,23.1,41.6,64.7,2167.0,2.99,1948.1,5967443,252.7,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00127,2026-01-20,1,Jan,BSK-B-016,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,24.1,8,128,Gambut,Bergelombang,Wulan Hutapea,Gilang Pratama,Rudi Harahap,2.0,25,66,2.64,2.0,0.64,1,0,0.5,0,2,10.0,16.9,25.0,41.9,2167.0,1.93,1009.7,2917711,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00128,2026-05-23,5,Mei,BSK-B-016,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,24.1,8,128,Gambut,Bergelombang,Wulan Hutapea,Gilang Pratama,Riko Wijaya,2.0,50,132,2.63,2.0,0.63,1,0,0.5,1,3,10.0,16.8,25.0,41.8,2167.0,1.93,1008.2,3007516,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00129,2026-02-22,2,Feb,BSK-B-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.9,11,140,Mineral,Berbukit,Wulan Hutapea,Gilang Pratama,Priyo Hutapea,2.0,50,90,1.8,2.0,-0.2,0,0,0.0,1,4,12.8,12.6,0.0,12.6,2333.0,0.54,326.3,940081,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00130,2026-06-16,6,Jun,BSK-B-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.9,11,140,Mineral,Berbukit,Wulan Hutapea,Gilang Pratama,Hadi Lubis,2.0,30,137,4.56,2.0,2.56,1,0,0.5,0,3,12.8,31.9,32.1,64.0,2333.0,2.74,1658.8,5081263,252.7,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
