PemanenID,NamaPemanen,EstateKode,Estate,Wilayah,Afdeling,Mandor,Asisten,TanggalMasuk,MasaKerjaBulan,StatusKaryawan,HancakHa
PMN-0681,Wulan Saragih,LDP,Estate Landak Permai,Kalimantan Barat,F,Yuli Maulana,Dedi Sianturi,2019-04-20,88,SKU,17.4
PMN-0682,Iwan Tarigan,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2017-01-24,115,SKU,19.1
PMN-0683,Firman Rachman,LDP,Estate Landak Permai,Kalimantan Barat,F,Guntur Firdaus,Dedi Sianturi,2022-04-29,51,SKU,17.7
PMN-0684,Marwan Wibowo,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2014-08-17,145,SKU,21.8
PMN-0685,Priyo Nasution,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2019-09-05,84,SKU,20.4
PMN-0686,Candra Saputra,LDP,Estate Landak Permai,Kalimantan Barat,F,Yuli Maulana,Dedi Sianturi,2019-02-01,91,BHL,14.5
PMN-0687,Oki Sianturi,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2021-09-30,58,BHL,20.8
PMN-0688,Irwan Purba,LDP,Estate Landak Permai,Kalimantan Barat,F,Yuli Maulana,Dedi Sianturi,2017-09-23,107,SKU,19.3
PMN-0689,Imam Sitompul,LDP,Estate Landak Permai,Kalimantan Barat,F,Guntur Firdaus,Dedi Sianturi,2014-10-10,143,BHL,22.7
PMN-0690,Candra Harahap,LDP,Estate Landak Permai,Kalimantan Barat,F,Yuli Maulana,Dedi Sianturi,2024-07-20,24,SKU,17.0
PMN-0691,Mulyadi Manurung,LDP,Estate Landak Permai,Kalimantan Barat,F,Guntur Firdaus,Dedi Sianturi,2025-07-14,12,SKU,21.6
PMN-0692,Wulan Ramadhan,LDP,Estate Landak Permai,Kalimantan Barat,F,Guntur Firdaus,Dedi Sianturi,2017-08-07,109,SKU,21.3
PMN-0693,Yusuf Suhendra,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2013-05-09,161,BHL,19.1
PMN-0694,Dedi Bahari,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2013-08-14,157,SKU,22.0
PMN-0695,Iwan Wibowo,LDP,Estate Landak Permai,Kalimantan Barat,F,Yuli Maulana,Dedi Sianturi,2026-04-28,3,SKU,22.1
PMN-0696,Endang Rachman,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2025-04-17,15,SKU,17.7
PMN-0697,Fajar Sitompul,LDP,Estate Landak Permai,Kalimantan Barat,F,Guntur Firdaus,Dedi Sianturi,2025-12-29,7,BHL,18.5
PMN-0698,Dedi Sitompul,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2024-12-15,19,BHL,14.6
PMN-0699,Lukman Nasution,LDP,Estate Landak Permai,Kalimantan Barat,F,Guntur Firdaus,Dedi Sianturi,2016-09-29,119,SKU,25.0
PMN-0700,Tono Kusuma,LDP,Estate Landak Permai,Kalimantan Barat,F,Guntur Firdaus,Dedi Sianturi,2025-02-27,17,SKU,24.2
PMN-0701,Ahmad Fauzi,LDP,Estate Landak Permai,Kalimantan Barat,F,Dedi Firdaus,Dedi Sianturi,2017-08-24,108,SKU,14.0
PMN-0702,Bambang Firdaus,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2024-07-19,24,SKU,15.2
PMN-0703,Hadi Hartanto,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2013-02-04,164,BHL,22.4
PMN-0704,Priyo Lubis,RKJ,Estate Rokan Jaya,Riau,A,Gilang Barus,Nanda Adiputra,2016-01-05,128,SKU,17.1
PMN-0705,Darto Halim,RKJ,Estate Rokan Jaya,Riau,A,Herman Firdaus,Nanda Adiputra,2026-05-19,2,SKU,24.6
PMN-0706,Hadi Harahap,RKJ,Estate Rokan Jaya,Riau,A,Gilang Barus,Nanda Adiputra,2012-09-23,168,SKU,15.4
PMN-0707,Wardi Ramadhan,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2022-07-28,48,SKU,24.2
PMN-0708,Candra Butar-butar,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2025-11-23,8,BHL,23.0
PMN-0709,Untung Kusuma,RKJ,Estate Rokan Jaya,Riau,A,Gilang Barus,Nanda Adiputra,2019-07-04,86,BHL,17.3
PMN-0710,Edi Handoko,RKJ,Estate Rokan Jaya,Riau,A,Herman Firdaus,Nanda Adiputra,2025-11-22,8,SKU,20.7
PMN-0711,Darto Sembiring,RKJ,Estate Rokan Jaya,Riau,A,Herman Firdaus,Nanda Adiputra,2018-06-18,98,BHL,18.5
PMN-0712,Tono Siregar,RKJ,Estate Rokan Jaya,Riau,A,Herman Firdaus,Nanda Adiputra,2013-07-22,158,SKU,17.5
PMN-0713,Kurnia Anggara,RKJ,Estate Rokan Jaya,Riau,A,Herman Firdaus,Nanda Adiputra,2024-08-31,23,SKU,24.5
PMN-0714,Maman Suhendra,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2016-09-17,120,SKU,24.5
PMN-0715,Nurdin Sinaga,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2024-12-20,19,SKU,24.0
PMN-0716,Firman Suhendra,RKJ,Estate Rokan Jaya,Riau,A,Gilang Barus,Nanda Adiputra,2025-04-20,15,SKU,14.9
PMN-0717,Dedi Halim,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2026-05-11,2,SKU,19.0
PMN-0718,Marni Harahap,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2025-07-01,13,SKU,17.7
PMN-0719,Bambang Halim,RKJ,Estate Rokan Jaya,Riau,A,Gilang Barus,Nanda Adiputra,2024-02-12,30,SKU,18.0
PMN-0720,Marni Sanjaya,RKJ,Estate Rokan Jaya,Riau,A,Herman Firdaus,Nanda Adiputra,2016-03-01,126,BHL,19.0
PMN-0721,Siti Setiawan,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2025-11-23,8,SKU,17.2
PMN-0722,Rahmat Simanjuntak,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2025-09-02,11,BHL,14.6
PMN-0723,Bayu Sudarmono,RKJ,Estate Rokan Jaya,Riau,A,Herman Firdaus,Nanda Adiputra,2014-07-30,146,SKU,20.2
PMN-0724,Umar Sinaga,RKJ,Estate Rokan Jaya,Riau,A,Lestari Pratama,Nanda Adiputra,2026-05-31,2,SKU,25.4
PMN-0725,Sutrisno Manurung,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2025-10-22,9,SKU,14.5
PMN-0726,Lukman Fauzi,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2022-05-30,50,SKU,14.7
PMN-0727,Imam Maulana,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2025-04-25,15,SKU,14.5
PMN-0728,Wardi Gunadi,RKJ,Estate Rokan Jaya,Riau,B,Teguh Harahap,Yusuf Yusril,2024-10-31,21,SKU,19.5
PMN-0729,Tarno Ramadhan,RKJ,Estate Rokan Jaya,Riau,B,Teguh Harahap,Yusuf Yusril,2024-10-01,22,SKU,19.3
PMN-0730,Siti Sudarmono,RKJ,Estate Rokan Jaya,Riau,B,Teguh Harahap,Yusuf Yusril,2021-04-18,64,SKU,23.2
PMN-0731,Irwan Sinaga,RKJ,Estate Rokan Jaya,Riau,B,Teguh Harahap,Yusuf Yusril,2026-01-18,6,SKU,16.1
PMN-0732,Nurdin Ginting,RKJ,Estate Rokan Jaya,Riau,B,Yusuf Sianturi,Yusuf Yusril,2020-05-23,75,BHL,18.3
PMN-0733,Lestari Ismail,RKJ,Estate Rokan Jaya,Riau,B,Yusuf Sianturi,Yusuf Yusril,2014-03-30,150,BHL,23.0
PMN-0734,Feri Anggara,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2024-07-30,24,BHL,16.5
PMN-0735,Gilang Kurniawan,RKJ,Estate Rokan Jaya,Riau,B,Yusuf Sianturi,Yusuf Yusril,2021-06-19,62,SKU,18.2
PMN-0736,Zainal Santoso,RKJ,Estate Rokan Jaya,Riau,B,Yusuf Sianturi,Yusuf Yusril,2025-03-21,16,SKU,20.6
PMN-0737,Agus Anggara,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2018-04-25,100,SKU,24.7
PMN-0738,Wardi Mangunsong,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2024-06-05,26,BHL,17.9
PMN-0739,Kurnia Rachman,RKJ,Estate Rokan Jaya,Riau,B,Yusuf Sianturi,Yusuf Yusril,2012-05-14,173,SKU,18.5
PMN-0740,Dewi Halim,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2025-08-11,11,SKU,17.3
PMN-0741,Wulan Ramadhan,RKJ,Estate Rokan Jaya,Riau,B,Yusuf Sianturi,Yusuf Yusril,2015-12-01,129,SKU,20.3
PMN-0742,Ahmad Handoko,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2017-07-09,110,BHL,15.2
PMN-0743,Joko Damanik,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2014-08-28,145,BHL,24.1
PMN-0744,Jumadi Adiputra,RKJ,Estate Rokan Jaya,Riau,B,Teguh Harahap,Yusuf Yusril,2026-06-08,1,BHL,14.1
PMN-0745,Ratna Siregar,RKJ,Estate Rokan Jaya,Riau,B,Untung Yusril,Yusuf Yusril,2024-09-17,22,SKU,25.0
PMN-0746,Kasno Gunadi,RKJ,Estate Rokan Jaya,Riau,C,Zulkifli Pratama,Priyo Simanjuntak,2019-10-04,83,SKU,22.3
PMN-0747,Rudi Harahap,RKJ,Estate Rokan Jaya,Riau,C,Yuli Kurniawan,Priyo Simanjuntak,2019-08-31,84,BHL,18.4
PMN-0748,Candra Maulana,RKJ,Estate Rokan Jaya,Riau,C,Zulkifli Pratama,Priyo Simanjuntak,2024-09-21,22,SKU,14.7
PMN-0749,Guntur Wibowo,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2017-01-02,116,SKU,25.8
PMN-0750,Firman Pratama,RKJ,Estate Rokan Jaya,Riau,C,Yuli Kurniawan,Priyo Simanjuntak,2017-07-15,110,SKU,22.9
PMN-0751,Nanda Barus,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2025-01-19,18,SKU,21.4
PMN-0752,Nanda Harahap,RKJ,Estate Rokan Jaya,Riau,C,Zulkifli Pratama,Priyo Simanjuntak,2026-01-23,6,SKU,25.7
PMN-0753,Bambang Situmorang,RKJ,Estate Rokan Jaya,Riau,C,Zulkifli Pratama,Priyo Simanjuntak,2022-03-02,53,BHL,21.5
PMN-0754,Usman Effendi,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2025-05-26,14,SKU,18.8
PMN-0755,Gilang Gunadi,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2015-03-07,138,SKU,16.8
PMN-0756,Usman Halim,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2016-04-20,125,SKU,19.7
PMN-0757,Maman Saputra,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2018-11-02,94,SKU,18.4
PMN-0758,Sri Ginting,RKJ,Estate Rokan Jaya,Riau,C,Zulkifli Pratama,Priyo Simanjuntak,2021-07-05,61,SKU,15.7
PMN-0759,Dewi Siregar,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2018-03-14,102,SKU,22.3
PMN-0760,Parjono Setiawan,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2026-01-29,6,SKU,21.7
PMN-0761,Krisna Maulana,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2015-07-05,134,SKU,19.2
PMN-0762,Teguh Barus,RKJ,Estate Rokan Jaya,Riau,C,Yuli Kurniawan,Priyo Simanjuntak,2024-09-23,22,SKU,25.4
PMN-0763,Teguh Damanik,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2016-07-30,121,SKU,15.1
PMN-0764,Lukman Ginting,RKJ,Estate Rokan Jaya,Riau,C,Yuli Kurniawan,Priyo Simanjuntak,2024-08-01,24,BHL,20.5
PMN-0765,Jumadi Tampubolon,RKJ,Estate Rokan Jaya,Riau,C,Bayu Lubis,Priyo Simanjuntak,2022-03-30,52,SKU,18.2
PMN-0766,Rahmat Pratama,RKJ,Estate Rokan Jaya,Riau,C,Zulkifli Pratama,Priyo Simanjuntak,2021-11-19,57,SKU,18.8
PMN-0767,Lestari Sembiring,RKJ,Estate Rokan Jaya,Riau,D,Gunawan Kusuma,Yanto Ginting,2025-10-15,9,SKU,20.2
PMN-0768,Wahyu Saragih,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2024-01-21,30,SKU,18.2
PMN-0769,Jumadi Siregar,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2025-11-12,8,BHL,15.1
PMN-0770,Budi Fauzi,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2023-06-03,38,BHL,19.8
PMN-0771,Umar Simanjuntak,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2022-09-11,47,SKU,18.2
PMN-0772,Jefri Ismail,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2025-09-20,10,SKU,17.0
PMN-0773,Iwan Mangunsong,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2025-03-02,17,BHL,18.9
PMN-0774,Wulan Damanik,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2020-02-20,78,SKU,15.6
PMN-0775,Parjono Situmorang,RKJ,Estate Rokan Jaya,Riau,D,Gunawan Kusuma,Yanto Ginting,2025-09-02,11,BHL,17.8
PMN-0776,Lukman Kusuma,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2026-03-20,4,SKU,23.1
PMN-0777,Guntur Butar-butar,RKJ,Estate Rokan Jaya,Riau,D,Gunawan Kusuma,Yanto Ginting,2021-01-20,67,SKU,15.2
PMN-0778,Siti Adiputra,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2020-04-18,76,SKU,15.9
PMN-0779,Lukman Utomo,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2026-03-09,4,SKU,20.2
PMN-0780,Parjono Sanjaya,RKJ,Estate Rokan Jaya,Riau,D,Gunawan Kusuma,Yanto Ginting,2011-12-01,178,BHL,19.9
PMN-0781,Bambang Manurung,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2015-04-06,137,SKU,15.1
PMN-0782,Riko Sinaga,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2026-02-11,5,BHL,25.8
PMN-0783,Agus Kusuma,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2024-04-02,28,SKU,16.3
PMN-0784,Deni Ismail,RKJ,Estate Rokan Jaya,Riau,D,Gunawan Kusuma,Yanto Ginting,2025-09-09,10,SKU,15.9
PMN-0785,Parjono Silalahi,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2024-03-07,29,BHL,18.3
PMN-0786,Herman Tarigan,RKJ,Estate Rokan Jaya,Riau,D,Kurnia Setiawan,Yanto Ginting,2025-02-14,17,BHL,14.4
PMN-0787,Irwan Nasution,RKJ,Estate Rokan Jaya,Riau,D,Krisna Lubis,Yanto Ginting,2012-05-20,172,SKU,23.5
PMN-0788,Jefri Saputra,RKJ,Estate Rokan Jaya,Riau,E,Kasno Butar-butar,Hendra Kurniawan,2025-12-17,7,BHL,21.4
PMN-0789,Imam Santoso,RKJ,Estate Rokan Jaya,Riau,E,Untung Kurniawan,Hendra Kurniawan,2025-09-13,10,SKU,17.4
PMN-0790,Agus Prasetyo,RKJ,Estate Rokan Jaya,Riau,E,Untung Kurniawan,Hendra Kurniawan,2025-09-04,11,BHL,21.8
PMN-0791,Wahyu Tampubolon,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2021-07-05,61,SKU,25.4
PMN-0792,Teguh Santoso,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2012-11-01,167,SKU,24.9
PMN-0793,Lestari Santoso,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2015-07-27,134,SKU,20.9
PMN-0794,Priyo Barus,RKJ,Estate Rokan Jaya,Riau,E,Untung Kurniawan,Hendra Kurniawan,2026-06-11,1,BHL,22.3
PMN-0795,Tono Yusril,RKJ,Estate Rokan Jaya,Riau,E,Kasno Butar-butar,Hendra Kurniawan,2024-12-02,20,BHL,17.4
PMN-0796,Bambang Sembiring,RKJ,Estate Rokan Jaya,Riau,E,Untung Kurniawan,Hendra Kurniawan,2026-03-19,4,BHL,22.4
PMN-0797,Maman Barus,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2021-11-04,57,SKU,14.1
PMN-0798,Krisna Ramadhan,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2025-08-14,11,SKU,21.1
PMN-0799,Untung Effendi,RKJ,Estate Rokan Jaya,Riau,E,Untung Kurniawan,Hendra Kurniawan,2025-04-14,15,SKU,25.5
PMN-0800,Krisna Purba,RKJ,Estate Rokan Jaya,Riau,E,Kasno Butar-butar,Hendra Kurniawan,2025-04-17,15,BHL,20.1
PMN-0801,Fajar Sitompul,RKJ,Estate Rokan Jaya,Riau,E,Kasno Butar-butar,Hendra Kurniawan,2023-06-03,38,BHL,15.2
PMN-0802,Priyo Harahap,RKJ,Estate Rokan Jaya,Riau,E,Kasno Butar-butar,Hendra Kurniawan,2022-11-16,45,SKU,17.7
PMN-0803,Kasno Sembiring,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2025-02-26,17,SKU,22.2
PMN-0804,Eko Effendi,RKJ,Estate Rokan Jaya,Riau,E,Kasno Butar-butar,Hendra Kurniawan,2025-12-16,7,BHL,15.3
PMN-0805,Hadi Nugroho,RKJ,Estate Rokan Jaya,Riau,E,Untung Kurniawan,Hendra Kurniawan,2017-04-14,113,SKU,22.9
PMN-0806,Tono Tarigan,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2016-04-18,125,SKU,16.5
PMN-0807,Sri Saragih,RKJ,Estate Rokan Jaya,Riau,E,Mulyadi Hartanto,Hendra Kurniawan,2018-12-02,93,SKU,22.2
PMN-0808,Feri Sanjaya,RKJ,Estate Rokan Jaya,Riau,F,Lestari Sudarmono,Kurnia Gunadi,2023-06-25,37,BHL,21.4
PMN-0809,Tarno Ismail,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2025-08-28,11,SKU,20.3
PMN-0810,Nanda Wibowo,RKJ,Estate Rokan Jaya,Riau,F,Lestari Sudarmono,Kurnia Gunadi,2011-11-23,178,SKU,15.4
PMN-0811,Guntur Hutapea,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2015-06-16,135,SKU,17.7
PMN-0812,Ratna Hartanto,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2025-04-20,15,SKU,23.7
PMN-0813,Latif Panjaitan,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2016-03-06,126,BHL,19.9
PMN-0814,Teguh Halim,RKJ,Estate Rokan Jaya,Riau,F,Lestari Sudarmono,Kurnia Gunadi,2024-06-17,25,SKU,20.8
PMN-0815,Deni Saragih,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2017-11-11,106,BHL,22.2
PMN-0816,Slamet Santoso,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2025-08-18,11,SKU,21.3
PMN-0817,Eko Sitompul,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2024-09-02,23,BHL,16.8
PMN-0818,Marni Ginting,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2012-07-19,170,BHL,19.6
PMN-0819,Kurnia Yusril,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2019-08-02,85,SKU,20.6
PMN-0820,Usman Sianturi,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2018-08-06,97,SKU,21.9
PMN-0821,Krisna Damanik,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2025-10-15,9,SKU,17.8
PMN-0822,Gunawan Halim,RKJ,Estate Rokan Jaya,Riau,F,Lestari Sudarmono,Kurnia Gunadi,2017-07-17,110,SKU,17.6
PMN-0823,Rudi Sagala,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2023-08-28,35,SKU,14.9
PMN-0824,Bayu Fauzi,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2013-10-14,155,BHL,23.0
PMN-0825,Hadi Adiputra,RKJ,Estate Rokan Jaya,Riau,F,Lestari Sudarmono,Kurnia Gunadi,2021-01-28,67,BHL,22.6
PMN-0826,Zainal Mangunsong,RKJ,Estate Rokan Jaya,Riau,F,Lestari Sudarmono,Kurnia Gunadi,2018-07-28,97,SKU,19.5
PMN-0827,Untung Handoko,RKJ,Estate Rokan Jaya,Riau,F,Lestari Sudarmono,Kurnia Gunadi,2022-11-13,45,SKU,25.9
PMN-0828,Jefri Lubis,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2020-10-15,70,SKU,25.0
PMN-0829,Iwan Kusuma,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2013-05-23,160,BHL,21.0
PMN-0830,Dewi Lubis,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2014-04-30,149,BHL,16.1
PMN-0831,Siti Setiawan,RKJ,Estate Rokan Jaya,Riau,F,Wagimin Lubis,Kurnia Gunadi,2025-08-24,11,SKU,15.3
PMN-0832,Darto Wibowo,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2018-03-20,101,BHL,25.7
PMN-0833,Ade Barus,RKJ,Estate Rokan Jaya,Riau,F,Umar Sudarmono,Kurnia Gunadi,2025-05-12,14,BHL,15.5
PMN-0834,Firman Lubis,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2013-01-20,164,SKU,24.8
PMN-0835,Imam Utomo,KPS,Estate Kampar Sentosa,Riau,A,Paiman Nugroho,Bayu Setiawan,2025-03-05,17,SKU,18.8
PMN-0836,Krisna Saragih,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2024-10-25,21,SKU,21.8
PMN-0837,Dedi Rachman,KPS,Estate Kampar Sentosa,Riau,A,Paiman Nugroho,Bayu Setiawan,2015-12-22,129,SKU,20.1
PMN-0838,Samsul Damanik,KPS,Estate Kampar Sentosa,Riau,A,Sutrisno Hutapea,Bayu Setiawan,2018-08-09,97,SKU,19.2
PMN-0839,Usman Silalahi,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2024-09-06,23,SKU,19.5
PMN-0840,Nanda Sianturi,KPS,Estate Kampar Sentosa,Riau,A,Sutrisno Hutapea,Bayu Setiawan,2026-03-21,4,BHL,19.0
PMN-0841,Sutrisno Effendi,KPS,Estate Kampar Sentosa,Riau,A,Paiman Nugroho,Bayu Setiawan,2024-11-17,20,BHL,24.1
PMN-0842,Umar Nugroho,KPS,Estate Kampar Sentosa,Riau,A,Paiman Nugroho,Bayu Setiawan,2015-02-28,139,BHL,17.9
PMN-0843,Slamet Dalimunthe,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2025-04-03,16,SKU,20.2
PMN-0844,Firman Saputra,KPS,Estate Kampar Sentosa,Riau,A,Paiman Nugroho,Bayu Setiawan,2025-03-05,17,BHL,14.5
PMN-0845,Ahmad Adiputra,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2019-07-07,86,SKU,16.2
PMN-0846,Nasrul Ramadhan,KPS,Estate Kampar Sentosa,Riau,A,Sutrisno Hutapea,Bayu Setiawan,2021-05-28,63,SKU,21.7
PMN-0847,Bayu Simanjuntak,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2013-02-08,164,SKU,24.5
PMN-0848,Yusuf Purba,KPS,Estate Kampar Sentosa,Riau,A,Paiman Nugroho,Bayu Setiawan,2025-09-14,10,SKU,22.3
PMN-0849,Sutrisno Situmorang,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2015-02-25,139,SKU,15.8
PMN-0850,Darto Effendi,KPS,Estate Kampar Sentosa,Riau,A,Sutrisno Hutapea,Bayu Setiawan,2014-03-03,151,BHL,17.5
PMN-0851,Yusuf Siregar,KPS,Estate Kampar Sentosa,Riau,A,Paiman Nugroho,Bayu Setiawan,2026-02-01,6,SKU,19.8
PMN-0852,Firman Harahap,KPS,Estate Kampar Sentosa,Riau,A,Sutrisno Hutapea,Bayu Setiawan,2025-08-18,11,BHL,20.3
PMN-0853,Gilang Saragih,KPS,Estate Kampar Sentosa,Riau,A,Nurdin Utomo,Bayu Setiawan,2026-02-13,5,SKU,17.3
PMN-0854,Lestari Mangunsong,KPS,Estate Kampar Sentosa,Riau,B,Hadi Handoko,Teguh Simanjuntak,2022-07-05,49,SKU,21.6
PMN-0855,Kasno Sudarmono,KPS,Estate Kampar Sentosa,Riau,B,Hadi Simanjuntak,Teguh Simanjuntak,2017-04-01,113,SKU,16.3
PMN-0856,Dewi Gunadi,KPS,Estate Kampar Sentosa,Riau,B,Hadi Handoko,Teguh Simanjuntak,2025-06-23,13,SKU,17.7
PMN-0857,Wulan Yusril,KPS,Estate Kampar Sentosa,Riau,B,Feri Ramadhan,Teguh Simanjuntak,2016-03-24,126,BHL,14.3
PMN-0858,Marni Setiawan,KPS,Estate Kampar Sentosa,Riau,B,Hadi Simanjuntak,Teguh Simanjuntak,2024-09-04,23,SKU,24.2
PMN-0859,Kurnia Hartanto,KPS,Estate Kampar Sentosa,Riau,B,Feri Ramadhan,Teguh Simanjuntak,2023-08-23,35,BHL,22.9
PMN-0860,Iwan Rachman,KPS,Estate Kampar Sentosa,Riau,B,Feri Ramadhan,Teguh Simanjuntak,2013-06-06,160,SKU,19.6
