InspeksiID,Tanggal,Bulan,NamaBulan,EstateKode,Estate,Wilayah,StatusKebun,Afdeling,BlokID,LuasHancak_Ha,PemanenID,NamaPemanen,MasaKerjaBulan,KelompokMasaKerja,StatusKaryawan,Mandor,Asisten,InspekturSQA,BrondolanTidakTerkutip,BuahMatangTertinggal,BuahMentahDipanen,MutuPotongTangkai,PelepahSengkleh,SusunanPelepah,PiringanBersih,GawanganBersih,PasarPikulBersih,KerapianTPH,SkorTotal,Grade,Denda_Rp,CurahHujanBulan_mm,TindakanKorektif,StatusVerifikasi
MH-00070,2026-03-21,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-011,24.3,PMN-0001,Priyo Rachman,1,< 6 bulan,BHL,Teguh Sagala,Dedi Halim,Yanuar Santika,13.1,10.2,7.8,7.9,8.0,7.5,7.3,4.0,3.7,3.9,73.4,C,35000,398.3,Kutip ulang + coaching mandor,Terverifikasi
MH-00071,2026-03-21,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-004,19.3,PMN-0016,Zulkifli Siregar,137,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Hendra Sitompul,16.1,12.4,8.4,8.5,8.5,8.8,8.7,4.2,4.2,4.4,84.2,B,0,398.3,Pengarahan ringan,Terverifikasi
MH-00072,2026-03-21,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-001,22.7,PMN-0011,Hendra Sanjaya,163,> 12 bulan,BHL,Teguh Sagala,Dedi Halim,Tri Wibisono,16.0,12.2,8.8,9.3,8.5,8.5,8.1,4.3,4.4,4.6,84.7,B,0,398.3,Pengarahan ringan,Terverifikasi
MH-00073,2026-04-20,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-024,24.3,PMN-0001,Priyo Rachman,1,< 6 bulan,BHL,Teguh Sagala,Dedi Halim,Hendra Sitompul,13.0,9.6,7.2,7.5,7.2,7.9,8.0,3.6,4.0,3.6,71.6,C,35000,382.8,Kutip ulang + coaching mandor,Terverifikasi
MH-00074,2026-04-20,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-004,23.8,PMN-0018,Jumadi Sitompul,10,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Hendra Sitompul,15.3,11.6,8.0,8.7,8.7,8.4,7.9,4.0,4.0,4.2,80.8,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00075,2026-04-20,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-002,18.0,PMN-0004,Deni Wibowo,25,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Ratna Kusumaningrum,17.6,12.5,8.2,8.3,8.6,8.4,8.8,4.6,4.2,4.1,85.3,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00076,2026-04-20,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-005,24.3,PMN-0002,Budi Manurung,50,> 12 bulan,BHL,Iwan Harahap,Dedi Halim,Dewi Lestari,17.3,12.1,9.1,8.1,8.4,8.2,8.4,4.4,4.1,4.1,84.2,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00077,2026-04-20,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-013,22.7,PMN-0011,Hendra Sanjaya,163,> 12 bulan,BHL,Teguh Sagala,Dedi Halim,Yanuar Santika,16.6,13.0,8.4,8.6,8.8,9.1,9.2,4.2,4.1,4.2,86.2,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00078,2026-04-20,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-021,15.4,PMN-0003,Darto Silalahi,3,< 6 bulan,SKU,Endang Manurung,Dedi Halim,Tri Wibisono,12.6,10.1,8.1,7.5,7.9,7.8,7.3,3.8,4.1,3.7,72.9,C,35000,382.8,Kutip ulang + coaching mandor,Terverifikasi
MH-00079,2026-04-12,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-022,18.6,PMN-0026,Marni Utomo,19,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Hendra Sitompul,17.5,12.7,9.1,8.4,9.1,8.7,8.2,4.0,4.4,4.2,86.3,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00080,2026-04-12,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-022,23.8,PMN-0018,Jumadi Sitompul,10,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,15.9,12.0,8.4,8.4,8.1,8.5,7.9,3.9,4.3,4.4,81.8,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00081,2026-04-12,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-001,21.6,PMN-0005,Zainal Sianturi,5,< 6 bulan,BHL,Iwan Harahap,Dedi Halim,Hendra Sitompul,13.2,10.2,8.0,8.1,8.0,7.3,7.3,3.8,3.9,3.8,73.6,C,35000,382.8,Kutip ulang + coaching mandor,Terverifikasi
MH-00082,2026-04-12,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-014,21.6,PMN-0015,Budi Sudarmono,31,> 12 bulan,BHL,Teguh Sagala,Dedi Halim,Tri Wibisono,16.6,12.3,8.3,8.4,9.0,9.2,8.5,4.3,4.3,4.5,85.4,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00083,2026-04-12,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-024,17.6,PMN-0022,Imam Purba,6,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,15.6,12.9,8.3,8.4,7.7,8.6,8.2,4.1,4.1,4.1,82.0,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00084,2026-04-12,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-021,21.5,PMN-0024,Candra Nugroho,136,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Dewi Lestari,17.5,12.0,8.4,9.1,8.2,9.2,9.0,4.4,4.4,4.4,86.6,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00085,2026-04-18,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-009,24.9,PMN-0009,Firman Rachman,36,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Ratna Kusumaningrum,18.3,13.3,8.6,9.3,8.8,9.1,9.2,4.3,4.3,4.6,89.8,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00086,2026-04-18,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-009,25.7,PMN-0019,Ade Anggara,120,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Hendra Sitompul,17.7,13.4,8.7,8.5,8.8,8.3,8.1,4.2,4.1,4.6,86.4,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00087,2026-04-18,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-013,23.3,PMN-0007,Ratna Sembiring,23,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Ratna Kusumaningrum,16.9,12.2,8.9,8.1,8.0,8.5,8.5,4.5,4.5,4.6,84.7,B,0,382.8,Pengarahan ringan,Menunggu verifikasi
MH-00088,2026-04-18,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-007,15.4,PMN-0003,Darto Silalahi,3,< 6 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,12.7,9.8,8.2,8.1,7.7,7.7,8.2,3.6,3.7,4.0,73.7,C,35000,382.8,Kutip ulang + coaching mandor,Terverifikasi
MH-00089,2026-04-18,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-011,21.5,PMN-0024,Candra Nugroho,136,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Hendra Sitompul,16.3,12.3,9.0,8.2,8.4,8.3,8.5,4.0,4.3,4.3,83.6,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00090,2026-04-18,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-014,16.8,PMN-0012,Krisna Butar-butar,18,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Hendra Sitompul,16.8,13.2,8.5,9.2,9.1,8.6,9.1,4.0,4.3,4.0,86.8,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00091,2026-04-19,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-014,25.6,PMN-0020,Oki Sembiring,158,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Hendra Sitompul,17.7,12.5,8.1,8.3,8.4,8.5,8.9,4.5,4.5,4.3,85.7,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00092,2026-04-19,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-022,17.6,PMN-0022,Imam Purba,6,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Dewi Lestari,15.2,12.3,8.5,7.7,8.3,8.4,8.2,4.3,4.1,4.2,81.2,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00093,2026-04-19,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-001,25.7,PMN-0019,Ade Anggara,120,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Ratna Kusumaningrum,17.6,12.1,8.9,8.4,8.2,8.6,9.0,4.5,4.3,4.2,85.8,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00094,2026-04-19,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-006,17.4,PMN-0006,Wulan Kurniawan,97,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Ratna Kusumaningrum,17.5,12.0,9.1,8.8,8.5,8.2,8.9,4.1,4.5,4.1,85.7,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00095,2026-04-19,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-013,18.6,PMN-0026,Marni Utomo,19,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Ratna Kusumaningrum,17.7,13.6,8.9,8.2,8.6,8.9,8.3,4.0,4.2,4.1,86.5,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00096,2026-04-19,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-022,25.4,PMN-0010,Usman Harahap,138,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Tri Wibisono,16.1,12.5,8.3,8.3,8.3,8.5,8.1,4.6,4.2,4.3,83.2,B,0,382.8,Pengarahan ringan,Terverifikasi
MH-00097,2026-05-13,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-001,24.9,PMN-0009,Firman Rachman,36,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Hendra Sitompul,17.3,13.6,8.5,9.5,9.0,9.1,8.6,4.6,4.5,4.3,89.0,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00098,2026-05-13,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-017,17.4,PMN-0006,Wulan Kurniawan,97,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,16.7,12.4,8.7,9.0,9.5,9.2,9.0,4.4,4.7,4.5,88.1,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00099,2026-05-13,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-002,17.3,PMN-0008,Bambang Utomo,62,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Yanuar Santika,16.7,13.5,9.0,8.5,9.5,9.1,8.4,4.3,4.6,4.7,88.3,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00100,2026-05-13,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-018,15.4,PMN-0003,Darto Silalahi,3,< 6 bulan,SKU,Endang Manurung,Dedi Halim,Hendra Sitompul,12.8,10.0,7.5,8.3,8.0,8.3,7.4,4.2,3.8,4.1,74.4,C,35000,261.2,Kutip ulang + coaching mandor,Terverifikasi
MH-00101,2026-05-13,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-004,22.1,PMN-0014,Mulyadi Pratama,7,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Tri Wibisono,16.7,11.9,9.0,8.7,8.1,8.7,8.8,4.1,4.2,4.4,84.6,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00102,2026-05-13,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-015,23.8,PMN-0018,Jumadi Sitompul,10,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Dewi Lestari,17.1,13.2,8.9,8.7,9.0,8.7,9.0,4.0,4.1,4.1,86.8,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00103,2026-05-28,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-018,21.5,PMN-0024,Candra Nugroho,136,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Dewi Lestari,16.6,12.7,8.8,8.9,8.5,9.3,9.2,4.5,4.4,4.5,87.4,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00104,2026-05-28,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-022,16.8,PMN-0012,Krisna Butar-butar,18,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Dewi Lestari,18.5,13.8,8.6,8.8,8.3,8.5,8.6,4.3,4.3,4.1,87.8,B,0,261.2,Pengarahan ringan,Menunggu verifikasi
MH-00105,2026-05-28,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-013,23.3,PMN-0007,Ratna Sembiring,23,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Tri Wibisono,18.1,13.5,8.3,8.4,9.0,9.3,9.5,4.7,4.3,4.4,89.5,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00106,2026-05-28,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-008,22.1,PMN-0014,Mulyadi Pratama,7,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Ratna Kusumaningrum,16.6,12.4,8.0,8.9,8.1,8.6,8.3,4.5,4.1,4.4,83.9,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00107,2026-05-28,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-019,14.9,PMN-0013,Wardi Prasetyo,131,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Hendra Sitompul,17.8,12.5,9.0,9.5,9.4,8.8,9.0,4.5,4.2,4.8,89.5,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00108,2026-05-28,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-023,22.7,PMN-0011,Hendra Sanjaya,163,> 12 bulan,BHL,Teguh Sagala,Dedi Halim,Dewi Lestari,18.6,13.4,9.5,8.4,8.3,9.1,9.4,4.6,4.6,4.7,90.6,A,0,261.2,Tidak ada,Terverifikasi
MH-00109,2026-05-06,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-007,17.3,PMN-0008,Bambang Utomo,62,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Dewi Lestari,16.5,13.3,8.9,8.3,8.5,9.1,9.3,4.8,4.6,4.2,87.5,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00110,2026-05-06,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-016,21.5,PMN-0024,Candra Nugroho,136,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Yanuar Santika,16.5,13.3,8.8,9.4,8.6,8.4,8.9,4.5,4.7,4.2,87.3,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00111,2026-05-06,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-014,18.6,PMN-0026,Marni Utomo,19,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Dewi Lestari,18.8,13.6,9.5,8.3,9.3,9.0,8.3,4.6,4.6,4.5,90.5,A,0,261.2,Tidak ada,Terverifikasi
MH-00112,2026-05-06,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-023,25.7,PMN-0019,Ade Anggara,120,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Ratna Kusumaningrum,18.8,12.6,9.5,9.4,9.0,8.4,9.2,4.4,4.3,4.8,90.4,A,0,261.2,Tidak ada,Terverifikasi
MH-00113,2026-05-06,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-012,23.3,PMN-0007,Ratna Sembiring,23,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Tri Wibisono,16.6,12.5,8.8,9.3,8.7,8.6,8.3,4.2,4.6,4.4,86.0,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00114,2026-05-06,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-008,15.4,PMN-0003,Darto Silalahi,3,< 6 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,13.8,10.2,8.5,8.0,7.9,7.9,7.6,4.2,4.2,3.7,76.0,C,35000,261.2,Kutip ulang + coaching mandor,Terverifikasi
MH-00115,2026-05-08,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-017,24.9,PMN-0009,Firman Rachman,36,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Dewi Lestari,18.4,12.5,8.8,8.9,9.4,8.7,8.8,4.6,4.4,4.7,89.2,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00116,2026-05-08,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-001,24.3,PMN-0002,Budi Manurung,50,> 12 bulan,BHL,Iwan Harahap,Dedi Halim,Yanuar Santika,17.3,14.0,9.2,8.9,9.4,8.6,9.1,4.4,4.7,4.3,89.9,B,0,261.2,Pengarahan ringan,Menunggu verifikasi
MH-00117,2026-05-08,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-005,23.8,PMN-0018,Jumadi Sitompul,10,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,17.5,13.4,8.8,9.0,9.0,8.9,8.9,4.0,4.3,4.1,87.9,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00118,2026-05-08,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-017,19.3,PMN-0016,Zulkifli Siregar,137,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Ratna Kusumaningrum,17.1,13.4,9.3,8.9,9.5,9.5,8.8,4.2,4.5,4.7,89.9,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00119,2026-05-08,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-020,25.6,PMN-0020,Oki Sembiring,158,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Ratna Kusumaningrum,17.0,14.0,8.4,9.1,8.4,9.3,9.3,4.6,4.7,4.4,89.2,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00120,2026-05-08,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-013,17.4,PMN-0006,Wulan Kurniawan,97,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Dewi Lestari,17.5,13.1,9.5,9.0,8.7,8.6,8.7,4.7,4.2,4.2,88.2,B,0,261.2,Pengarahan ringan,Terverifikasi
MH-00121,2026-06-26,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-015,21.5,PMN-0024,Candra Nugroho,136,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Tri Wibisono,17.3,13.6,8.6,8.7,8.3,9.0,9.2,4.7,4.4,4.4,88.2,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00122,2026-06-26,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-009,24.9,PMN-0009,Firman Rachman,36,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Dewi Lestari,18.5,13.6,9.1,8.6,9.1,9.0,8.4,4.7,4.4,4.3,89.7,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00123,2026-06-26,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-003,25.6,PMN-0020,Oki Sembiring,158,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Yanuar Santika,17.9,13.5,9.0,8.6,8.4,8.6,9.1,4.5,4.5,4.1,88.2,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00124,2026-06-26,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-020,17.6,PMN-0022,Imam Purba,6,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,16.5,13.2,8.9,8.6,9.0,8.0,8.2,4.1,4.2,4.5,85.2,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00125,2026-06-26,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-018,24.3,PMN-0001,Priyo Rachman,1,< 6 bulan,BHL,Teguh Sagala,Dedi Halim,Hendra Sitompul,13.0,9.6,8.4,7.4,7.6,7.8,7.6,4.1,3.8,4.1,73.4,C,35000,252.7,Kutip ulang + coaching mandor,Terverifikasi
MH-00126,2026-06-26,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-018,22.7,PMN-0011,Hendra Sanjaya,163,> 12 bulan,BHL,Teguh Sagala,Dedi Halim,Yanuar Santika,17.1,13.9,8.9,8.6,9.5,9.3,8.6,4.8,4.3,4.4,89.4,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00127,2026-06-05,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-009,15.4,PMN-0003,Darto Silalahi,3,< 6 bulan,SKU,Endang Manurung,Dedi Halim,Yanuar Santika,13.8,10.1,7.6,8.0,7.6,8.3,7.8,4.0,4.0,4.0,75.2,C,35000,252.7,Kutip ulang + coaching mandor,Terverifikasi
MH-00128,2026-06-05,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-010,17.4,PMN-0006,Wulan Kurniawan,97,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Ratna Kusumaningrum,18.0,12.9,9.4,8.9,8.6,8.4,8.8,4.2,4.4,4.8,88.4,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00129,2026-06-05,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-021,22.7,PMN-0011,Hendra Sanjaya,163,> 12 bulan,BHL,Teguh Sagala,Dedi Halim,Tri Wibisono,17.5,13.7,8.8,8.8,9.3,8.4,9.1,4.2,4.4,4.4,88.6,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00130,2026-06-05,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-022,24.9,PMN-0009,Firman Rachman,36,> 12 bulan,SKU,Endang Manurung,Dedi Halim,Tri Wibisono,16.7,14.1,8.6,9.0,9.2,9.4,9.1,4.6,4.8,4.4,89.9,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00131,2026-06-05,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-008,25.6,PMN-0020,Oki Sembiring,158,> 12 bulan,SKU,Iwan Harahap,Dedi Halim,Ratna Kusumaningrum,18.3,12.7,9.4,8.4,9.3,8.6,9.5,4.8,4.4,4.2,89.6,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00132,2026-06-05,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-008,25.4,PMN-0010,Usman Harahap,138,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Dewi Lestari,17.1,13.6,8.7,9.5,9.1,9.2,8.6,4.7,4.5,4.6,89.6,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00133,2026-06-03,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-015,17.6,PMN-0022,Imam Purba,6,6-12 bulan,SKU,Endang Manurung,Dedi Halim,Hendra Sitompul,17.2,12.9,8.3,8.7,8.1,8.6,8.7,4.5,4.3,4.0,85.3,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00134,2026-06-03,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-021,16.2,PMN-0025,Nasrul Damanik,16,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Dewi Lestari,18.5,13.8,8.6,8.7,9.3,8.4,9.3,4.4,4.7,4.8,90.5,A,0,252.7,Tidak ada,Terverifikasi
MH-00135,2026-06-03,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-011,15.4,PMN-0003,Darto Silalahi,3,< 6 bulan,SKU,Endang Manurung,Dedi Halim,Tri Wibisono,14.0,10.5,8.1,8.3,7.6,8.3,8.1,4.2,3.9,3.7,76.7,C,35000,252.7,Kutip ulang + coaching mandor,Terverifikasi
MH-00136,2026-06-03,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-002,16.8,PMN-0012,Krisna Butar-butar,18,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Ratna Kusumaningrum,17.9,14.0,9.5,8.8,8.7,9.4,8.8,4.3,4.6,4.4,90.4,A,0,252.7,Tidak ada,Menunggu verifikasi
MH-00137,2026-06-03,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-019,17.1,PMN-0023,Paiman Sagala,1,< 6 bulan,SKU,Teguh Sagala,Dedi Halim,Ratna Kusumaningrum,13.1,10.9,7.4,7.7,8.2,7.5,8.4,3.8,4.2,4.2,75.4,C,35000,252.7,Kutip ulang + coaching mandor,Terverifikasi
MH-00138,2026-06-03,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-010,19.3,PMN-0016,Zulkifli Siregar,137,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Yanuar Santika,17.2,13.6,9.0,8.6,8.5,9.1,9.3,4.2,4.6,4.3,88.4,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00139,2026-06-06,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-006,16.2,PMN-0025,Nasrul Damanik,16,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Hendra Sitompul,17.6,12.9,8.6,9.1,9.4,9.0,9.5,4.2,4.6,4.6,89.5,B,0,252.7,Pengarahan ringan,Terverifikasi
MH-00140,2026-06-06,6,Jun,BSK,Estate Bukit Sekawan,Kalimantan Tengah,Inti,A,BSK-A-022,19.3,PMN-0016,Zulkifli Siregar,137,> 12 bulan,SKU,Teguh Sagala,Dedi Halim,Yanuar Santika,16.9,13.6,8.5,8.7,8.8,9.1,8.5,4.3,4.2,4.4,87.0,B,0,252.7,Pengarahan ringan,Terverifikasi
